TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GP,W,L,MIN,CATCH_SHOOT_FGM,CATCH_SHOOT_FGA,CATCH_SHOOT_FG_PCT,CATCH_SHOOT_PTS,CATCH_SHOOT_FG3M,CATCH_SHOOT_FG3A,CATCH_SHOOT_FG3_PCT,CATCH_SHOOT_EFG_PCT
1610612745,HOU,Houston Rockets,82,54,28,241.8,8.4,22.0,0.38,24.3,7.6,20.0,0.378,0.552
1610612754,IND,Indiana Pacers,82,56,26,241.2,10.4,25.4,0.409,26.1,5.3,14.1,0.378,0.514
1610612746,LAC,Los Angeles Clippers,82,57,25,240.9,10.3,27.0,0.381,27.3,6.7,18.4,0.365,0.506
1610612747,LAL,Los Angeles Lakers,82,27,55,240.3,11.2,27.7,0.404,29.7,7.4,18.7,0.394,0.537
1610612763,MEM,Memphis Grizzlies,82,50,32,241.5,8.7,22.7,0.384,21.8,4.3,11.7,0.369,0.479
1610612748,MIA,Miami Heat,82,54,28,242.4,9.8,24.9,0.394,26.5,6.9,18.3,0.377,0.532
1610612749,MIL,Milwaukee Bucks,82,15,67,242.4,8.5,22.2,0.384,21.8,4.8,13.1,0.365,0.492
1610612750,MIN,Minnesota Timberwolves,82,40,42,242.1,9.5,25.1,0.379,24.8,5.8,15.9,0.363,0.494
1610612740,NOP,New Orleans Pelicans,82,34,48,242.1,9.2,22.0,0.418,23.2,4.9,12.0,0.406,0.529
1610612752,NYK,New York Knicks,82,37,45,242.1,11.1,27.4,0.406,29.5,7.3,18.5,0.394,0.539
1610612760,OKC,Oklahoma City Thunder,82,59,23,241.5,9.4,23.6,0.399,24.3,5.4,14.8,0.365,0.513
1610612753,ORL,Orlando Magic,82,23,59,243.4,10.6,27.0,0.392,26.3,5.1,14.3,0.356,0.486
1610612755,PHI,Philadelphia 76ers,82,19,63,242.1,8.2,23.5,0.348,22.3,5.9,17.8,0.333,0.474
1610612756,PHX,Phoenix Suns,82,48,34,240.9,9.6,24.8,0.387,26.5,7.3,19.5,0.376,0.535
1610612757,POR,Portland Trail Blazers,82,54,28,242.1,11.7,28.3,0.412,30.3,7.0,17.7,0.395,0.536
1610612758,SAC,Sacramento Kings,82,28,54,241.8,7.4,20.2,0.367,19.0,4.2,12.1,0.342,0.47
1610612759,SAS,San Antonio Spurs,82,62,20,240.9,10.3,25.7,0.403,27.7,7.0,17.1,0.409,0.539
1610612761,TOR,Toronto Raptors,82,48,34,243.4,9.9,24.3,0.405,26.5,6.8,17.1,0.399,0.545
1610612762,UTA,Utah Jazz,82,25,57,241.2,9.4,25.8,0.364,24.5,5.8,16.0,0.36,0.475
1610612764,WAS,Washington Wizards,82,44,38,244.6,10.5,25.7,0.409,27.8,6.8,16.8,0.406,0.541
1610612737,ATL,Atlanta Hawks,82,44,38,242.1,0.0,0.0,,0.0,,,,
1610612738,BOS,Boston Celtics,81,41,40,244.9,0.0,0.0,,0.0,,,,
1610612751,BKN,Brooklyn Nets,82,49,33,242.1,0.0,0.0,,0.0,,,,
1610612766,CHA,Charlotte Bobcats,82,21,61,241.5,0.0,0.0,,0.0,,,,
1610612741,CHI,Chicago Bulls,82,45,37,241.8,0.0,0.0,,0.0,,,,
1610612739,CLE,Cleveland Cavaliers,82,24,58,240.6,0.0,0.0,,0.0,,,,
1610612742,DAL,Dallas Mavericks,82,41,41,243.7,0.0,0.0,,0.0,,,,
1610612743,DEN,Denver Nuggets,82,57,25,242.7,0.0,0.0,,0.0,,,,
1610612765,DET,Detroit Pistons,82,29,53,241.5,0.0,0.0,,0.0,,,,
1610612744,GSW,Golden State Warriors,82,47,35,241.5,0.0,0.0,,0.0,,,,
1610612745,HOU,Houston Rockets,82,45,37,241.2,0.0,0.0,,0.0,,,,
1610612754,IND,Indiana Pacers,81,49,32,241.9,0.0,0.0,,0.0,,,,
1610612746,LAC,Los Angeles Clippers,82,56,26,240.6,0.0,0.0,,0.0,,,,
1610612747,LAL,Los Angeles Lakers,82,45,37,240.9,0.0,0.0,,0.0,,,,
1610612763,MEM,Memphis Grizzlies,82,56,26,241.5,0.0,0.0,,0.0,,,,
1610612748,MIA,Miami Heat,82,66,16,242.4,0.0,0.0,,0.0,,,,
1610612749,MIL,Milwaukee Bucks,82,38,44,241.8,0.0,0.0,,0.0,,,,
1610612750,MIN,Minnesota Timberwolves,82,31,51,240.6,0.0,0.0,,0.0,,,,
1610612740,NOH,New Orleans Hornets,82,27,55,241.2,0.0,0.0,,0.0,,,,
1610612752,NYK,New York Knicks,82,54,28,240.6,0.0,0.0,,0.0,,,,
1610612760,OKC,Oklahoma City Thunder,82,60,22,241.8,0.0,0.0,,0.0,,,,
1610612753,ORL,Orlando Magic,82,20,62,241.2,0.0,0.0,,0.0,,,,
1610612755,PHI,Philadelphia 76ers,82,34,48,240.9,0.0,0.0,,0.0,,,,
1610612756,PHX,Phoenix Suns,82,25,57,241.5,0.0,0.0,,0.0,,,,
1610612757,POR,Portland Trail Blazers,82,33,49,242.1,0.0,0.0,,0.0,,,,
1610612758,SAC,Sacramento Kings,82,28,54,241.8,0.0,0.0,,0.0,,,,
1610612759,SAS,San Antonio Spurs,82,58,24,242.4,0.0,0.0,,0.0,,,,
1610612761,TOR,Toronto Raptors,82,34,48,243.7,0.0,0.0,,0.0,,,,
1610612762,UTA,Utah Jazz,82,43,39,242.4,0.0,0.0,,0.0,,,,
1610612764,WAS,Washington Wizards,82,29,53,242.1,0.0,0.0,,0.0,,,,
