TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GP,W,L,MIN,PULL_UP_FGM,PULL_UP_FGA,PULL_UP_FG_PCT,PULL_UP_PTS,PULL_UP_FG3M,PULL_UP_FG3A,PULL_UP_FG3_PCT,PULL_UP_EFG_PCT
1610612762,UTA,Utah Jazz,82,40,42,243.4,8.0,20.7,0.385,17.8,1.8,6.0,0.302,0.429
1610612764,WAS,Washington Wizards,82,41,41,240.9,8.2,21.4,0.384,17.8,1.4,4.2,0.328,0.416
1610612737,ATL,Atlanta Hawks,82,60,22,240.6,4.8,12.6,0.38,10.9,1.3,4.0,0.314,0.43
1610612738,BOS,Boston Celtics,82,40,42,242.4,7.9,21.0,0.373,17.1,1.4,5.0,0.28,0.406
1610612751,BKN,Brooklyn Nets,82,38,44,243.0,7.2,19.6,0.369,15.3,0.8,3.7,0.227,0.39
1610612766,CHA,Charlotte Hornets,82,33,49,242.7,9.8,25.8,0.378,21.0,1.5,5.2,0.289,0.407
1610612741,CHI,Chicago Bulls,82,50,32,242.4,6.6,18.0,0.368,15.0,1.8,5.6,0.323,0.418
1610612739,CLE,Cleveland Cavaliers,82,53,29,241.2,8.1,20.5,0.397,18.7,2.4,6.9,0.348,0.455
1610612742,DAL,Dallas Mavericks,82,50,32,242.4,7.8,20.2,0.386,17.3,1.7,5.3,0.318,0.428
1610612743,DEN,Denver Nuggets,82,30,52,242.4,7.5,19.7,0.378,16.6,1.7,5.2,0.323,0.421
1610612765,DET,Detroit Pistons,82,32,50,241.8,6.9,18.9,0.367,15.8,1.9,6.2,0.313,0.418
1610612744,GSW,Golden State Warriors,82,67,15,240.6,8.7,21.3,0.41,20.3,2.9,7.2,0.397,0.477
1610612745,HOU,Houston Rockets,82,56,26,241.5,5.2,14.5,0.359,12.6,2.2,6.7,0.331,0.435
1610612754,IND,Indiana Pacers,82,38,44,242.1,6.2,16.8,0.371,13.7,1.2,4.5,0.27,0.407
1610612746,LAC,Los Angeles Clippers,82,56,26,240.6,10.5,24.9,0.421,23.3,2.4,7.0,0.342,0.469
1610612747,LAL,Los Angeles Lakers,82,21,61,243.0,9.4,26.1,0.361,21.1,2.2,6.6,0.332,0.404
1610612763,MEM,Memphis Grizzlies,82,55,27,242.7,6.9,17.6,0.391,14.7,1.0,3.0,0.324,0.419
1610612748,MIA,Miami Heat,82,37,45,240.6,6.9,18.1,0.38,14.5,0.8,3.3,0.239,0.402
1610612749,MIL,Milwaukee Bucks,82,41,41,243.0,7.0,18.4,0.383,15.1,1.0,2.9,0.35,0.41
1610612750,MIN,Minnesota Timberwolves,82,16,66,241.5,7.5,20.5,0.365,16.0,1.0,3.6,0.279,0.389
1610612740,NOP,New Orleans Pelicans,82,45,37,241.2,6.0,17.1,0.354,13.2,1.1,4.1,0.274,0.386
1610612752,NYK,New York Knicks,82,17,65,242.1,7.1,19.1,0.372,15.3,1.1,4.0,0.29,0.402
1610612760,OKC,Oklahoma City Thunder,82,45,37,241.8,8.6,22.5,0.385,19.2,1.9,6.1,0.308,0.427
1610612753,ORL,Orlando Magic,82,25,57,240.9,5.9,15.6,0.378,12.8,1.0,3.6,0.282,0.411
1610612755,PHI,Philadelphia 76ers,82,18,64,241.5,3.7,12.7,0.293,8.7,1.3,4.6,0.28,0.344
1610612756,PHX,Phoenix Suns,82,39,43,242.4,8.8,22.7,0.389,19.6,2.0,5.9,0.333,0.432
1610612757,POR,Portland Trail Blazers,82,51,31,242.1,9.0,23.4,0.384,20.6,2.6,7.3,0.353,0.439
1610612758,SAC,Sacramento Kings,82,29,53,242.1,7.5,18.5,0.408,16.3,1.2,3.6,0.34,0.441
1610612759,SAS,San Antonio Spurs,82,55,27,243.4,7.2,18.7,0.386,15.4,1.0,3.8,0.262,0.413
1610612761,TOR,Toronto Raptors,82,49,33,242.1,9.5,25.1,0.377,21.4,2.5,8.0,0.311,0.427
1610612762,UTA,Utah Jazz,82,38,44,240.3,6.2,17.1,0.36,13.3,1.0,4.2,0.24,0.389
1610612764,WAS,Washington Wizards,82,46,36,243.4,7.7,20.4,0.376,16.1,0.8,2.8,0.288,0.396
1610612737,ATL,Atlanta Hawks,82,38,44,241.8,5.6,15.6,0.358,12.7,1.5,4.7,0.319,0.405
1610612738,BOS,Boston Celtics,82,25,57,240.6,7.6,20.4,0.373,16.5,1.3,4.2,0.298,0.404
1610612751,BKN,Brooklyn Nets,82,44,38,242.4,7.5,18.8,0.398,16.1,1.2,3.8,0.305,0.428
1610612766,CHA,Charlotte Bobcats,82,43,39,242.7,7.4,19.7,0.376,15.8,1.0,3.1,0.319,0.401
1610612741,CHI,Chicago Bulls,82,48,34,243.0,5.9,16.2,0.366,13.2,1.3,3.8,0.348,0.407
1610612739,CLE,Cleveland Cavaliers,82,33,49,243.0,9.6,24.2,0.398,21.0,1.7,4.9,0.347,0.433
1610612742,DAL,Dallas Mavericks,82,49,33,241.8,8.8,21.9,0.402,19.0,1.4,4.3,0.314,0.433
1610612743,DEN,Denver Nuggets,82,36,46,240.9,6.5,18.4,0.355,15.0,1.9,5.7,0.336,0.408
1610612765,DET,Detroit Pistons,82,29,53,241.2,6.4,18.3,0.352,14.5,1.6,5.0,0.316,0.395
1610612744,GSW,Golden State Warriors,82,51,31,241.8,8.9,22.6,0.393,20.4,2.7,7.9,0.338,0.452
1610612745,HOU,Houston Rockets,82,54,28,241.8,4.8,13.6,0.356,11.5,1.8,6.0,0.309,0.424
1610612754,IND,Indiana Pacers,82,56,26,241.2,6.6,17.8,0.371,14.4,1.2,4.3,0.278,0.404
