GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,0022100036,433,201565,Derrick Rose,1610612752,New York Knicks,3,4,53,Made Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,-2,85,1,1,20211024,NYK,ORL
Shot Chart Detail,0022100036,439,1629628,RJ Barrett,1610612752,New York Knicks,3,4,15,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-6,6,1,1,20211024,NYK,ORL
Shot Chart Detail,0022100036,453,203944,Julius Randle,1610612752,New York Knicks,3,3,17,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-13,26,1,0,20211024,NYK,ORL
Shot Chart Detail,0022100036,463,1629628,RJ Barrett,1610612752,New York Knicks,3,2,55,Missed Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,15,11,1,0,20211024,NYK,ORL
Shot Chart Detail,0022100036,465,203944,Julius Randle,1610612752,New York Knicks,3,2,50,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20211024,NYK,ORL
Shot Chart Detail,0022100036,472,203944,Julius Randle,1610612752,New York Knicks,3,2,21,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-232,15,1,1,20211024,NYK,ORL
Shot Chart Detail,0022100036,491,202692,Alec Burks,1610612752,New York Knicks,3,0,45,Missed Shot,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,51,25,1,0,20211024,NYK,ORL
Shot Chart Detail,0022100036,503,203944,Julius Randle,1610612752,New York Knicks,3,0,0,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,16,8,1,0,20211024,NYK,ORL
Shot Chart Detail,0022100036,516,201565,Derrick Rose,1610612752,New York Knicks,4,11,28,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,1,151,1,0,20211024,NYK,ORL
Shot Chart Detail,0022100036,522,202692,Alec Burks,1610612752,New York Knicks,4,10,46,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,229,-5,1,0,20211024,NYK,ORL
Shot Chart Detail,0022100036,524,1630167,Obi Toppin,1610612752,New York Knicks,4,10,37,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-229,20,1,0,20211024,NYK,ORL
Shot Chart Detail,0022100036,530,1630193,Immanuel Quickley,1610612752,New York Knicks,4,10,12,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-168,209,1,0,20211024,NYK,ORL
Shot Chart Detail,0022100036,534,201565,Derrick Rose,1610612752,New York Knicks,4,9,46,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,16,104,122,1,0,20211024,NYK,ORL
Shot Chart Detail,0022100036,536,202692,Alec Burks,1610612752,New York Knicks,4,9,42,Missed Shot,Driving Floating Bank Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,10,96,37,1,0,20211024,NYK,ORL
Shot Chart Detail,0022100036,546,202692,Alec Burks,1610612752,New York Knicks,4,9,9,Made Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,8,62,64,1,1,20211024,NYK,ORL
Shot Chart Detail,0022100036,551,1629628,RJ Barrett,1610612752,New York Knicks,4,8,21,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,121,226,1,0,20211024,NYK,ORL
Shot Chart Detail,0022100036,570,203944,Julius Randle,1610612752,New York Knicks,4,7,42,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,19,40,191,1,0,20211024,NYK,ORL
Shot Chart Detail,0022100036,572,203944,Julius Randle,1610612752,New York Knicks,4,7,28,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,11,1,1,0,20211024,NYK,ORL
Shot Chart Detail,0022100036,583,1629628,RJ Barrett,1610612752,New York Knicks,4,6,57,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,-34,90,1,1,20211024,NYK,ORL
Shot Chart Detail,0022100036,587,201565,Derrick Rose,1610612752,New York Knicks,4,6,28,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-9,20,1,1,20211024,NYK,ORL
Shot Chart Detail,0022100036,596,1629628,RJ Barrett,1610612752,New York Knicks,4,6,1,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-45,46,1,0,20211024,NYK,ORL
Shot Chart Detail,0022100036,598,202692,Alec Burks,1610612752,New York Knicks,4,5,52,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,228,15,1,0,20211024,NYK,ORL
Shot Chart Detail,0022100036,602,201565,Derrick Rose,1610612752,New York Knicks,4,5,21,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-163,189,1,1,20211024,NYK,ORL
Shot Chart Detail,0022100036,606,201565,Derrick Rose,1610612752,New York Knicks,4,4,48,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-120,231,1,1,20211024,NYK,ORL
Shot Chart Detail,0022100036,610,201565,Derrick Rose,1610612752,New York Knicks,4,4,5,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,9,-53,73,1,0,20211024,NYK,ORL
Shot Chart Detail,0022100036,616,201565,Derrick Rose,1610612752,New York Knicks,4,3,32,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-114,238,1,0,20211024,NYK,ORL
Shot Chart Detail,0022100036,618,203944,Julius Randle,1610612752,New York Knicks,4,3,26,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,170,193,1,0,20211024,NYK,ORL
Shot Chart Detail,0022100036,625,1629011,Mitchell Robinson,1610612752,New York Knicks,4,2,58,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-1,7,1,1,20211024,NYK,ORL
Shot Chart Detail,0022100036,635,203095,Evan Fournier,1610612752,New York Knicks,4,2,24,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,44,254,1,0,20211024,NYK,ORL
Shot Chart Detail,0022100036,640,201565,Derrick Rose,1610612752,New York Knicks,4,1,56,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-234,20,1,0,20211024,NYK,ORL
Shot Chart Detail,0022100036,655,203944,Julius Randle,1610612752,New York Knicks,4,1,14,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-18,12,1,0,20211024,NYK,ORL
Shot Chart Detail,0022100036,648,1629628,RJ Barrett,1610612752,New York Knicks,4,1,7,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,127,223,1,0,20211024,NYK,ORL
Shot Chart Detail,0022100036,657,201565,Derrick Rose,1610612752,New York Knicks,4,0,57,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,12,12,1,1,20211024,NYK,ORL
Shot Chart Detail,0022100036,666,203944,Julius Randle,1610612752,New York Knicks,4,0,54,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,148,216,1,0,20211024,NYK,ORL
Shot Chart Detail,0022100036,672,1629628,RJ Barrett,1610612752,New York Knicks,4,0,39,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,237,22,1,0,20211024,NYK,ORL
Shot Chart Detail,0022100036,680,1629628,RJ Barrett,1610612752,New York Knicks,4,0,25,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,-25,270,1,0,20211024,NYK,ORL
Shot Chart Detail,0022100036,690,203944,Julius Randle,1610612752,New York Knicks,4,0,17,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,7,1,1,20211024,NYK,ORL
Shot Chart Detail,0022100036,698,1629628,RJ Barrett,1610612752,New York Knicks,4,0,12,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-4,12,1,1,20211024,NYK,ORL
Shot Chart Detail,0022100036,706,1630167,Obi Toppin,1610612752,New York Knicks,4,0,2,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-211,174,1,0,20211024,NYK,ORL
Shot Chart Detail,0022100036,708,203944,Julius Randle,1610612752,New York Knicks,4,0,0,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,0,12,1,1,20211024,NYK,ORL
Shot Chart Detail,0022100050,9,203944,Julius Randle,1610612752,New York Knicks,1,11,28,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-191,158,1,0,20211026,NYK,PHI
Shot Chart Detail,0022100050,13,1629628,RJ Barrett,1610612752,New York Knicks,1,11,5,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-31,-5,1,0,20211026,NYK,PHI
Shot Chart Detail,0022100050,17,1629628,RJ Barrett,1610612752,New York Knicks,1,10,30,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-230,2,1,1,20211026,NYK,PHI
Shot Chart Detail,0022100050,21,203944,Julius Randle,1610612752,New York Knicks,1,9,58,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-93,235,1,1,20211026,NYK,PHI
Shot Chart Detail,0022100050,25,202689,Kemba Walker,1610612752,New York Knicks,1,9,20,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,-27,94,1,0,20211026,NYK,PHI
Shot Chart Detail,0022100050,29,1629628,RJ Barrett,1610612752,New York Knicks,1,9,4,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,7,0,1,1,20211026,NYK,PHI
Shot Chart Detail,0022100050,32,202689,Kemba Walker,1610612752,New York Knicks,1,8,26,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,154,193,1,0,20211026,NYK,PHI
Shot Chart Detail,0022100050,38,1629628,RJ Barrett,1610612752,New York Knicks,1,7,51,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-181,175,1,1,20211026,NYK,PHI
Shot Chart Detail,0022100050,45,203095,Evan Fournier,1610612752,New York Knicks,1,7,22,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,20,109,169,1,0,20211026,NYK,PHI
Shot Chart Detail,0022100050,51,203944,Julius Randle,1610612752,New York Knicks,1,6,43,Missed Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,14,-146,20,1,0,20211026,NYK,PHI
Shot Chart Detail,0022100050,66,203095,Evan Fournier,1610612752,New York Knicks,1,6,0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-151,201,1,0,20211026,NYK,PHI
Shot Chart Detail,0022100050,71,203944,Julius Randle,1610612752,New York Knicks,1,5,18,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,16,92,136,1,1,20211026,NYK,PHI
Shot Chart Detail,0022100050,82,202689,Kemba Walker,1610612752,New York Knicks,1,4,29,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,120,222,1,0,20211026,NYK,PHI
Shot Chart Detail,0022100050,94,203095,Evan Fournier,1610612752,New York Knicks,1,3,59,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,81,233,1,1,20211026,NYK,PHI
Shot Chart Detail,0022100050,102,203944,Julius Randle,1610612752,New York Knicks,1,3,20,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,16,0,164,1,0,20211026,NYK,PHI
Shot Chart Detail,0022100050,106,203944,Julius Randle,1610612752,New York Knicks,1,2,56,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-7,60,1,0,20211026,NYK,PHI
Shot Chart Detail,0022100050,108,203944,Julius Randle,1610612752,New York Knicks,1,2,54,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-2,22,1,0,20211026,NYK,PHI
Shot Chart Detail,0022100050,114,203944,Julius Randle,1610612752,New York Knicks,1,2,52,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-4,22,1,0,20211026,NYK,PHI
Shot Chart Detail,0022100050,110,203095,Evan Fournier,1610612752,New York Knicks,1,2,47,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-6,63,1,0,20211026,NYK,PHI
Shot Chart Detail,0022100050,128,201565,Derrick Rose,1610612752,New York Knicks,1,1,55,Missed Shot,Step Back Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,11,137,1,0,20211026,NYK,PHI
Shot Chart Detail,0022100050,131,1629628,RJ Barrett,1610612752,New York Knicks,1,1,47,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,78,238,1,0,20211026,NYK,PHI
Shot Chart Detail,0022100050,151,202692,Alec Burks,1610612752,New York Knicks,1,0,43,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,14,15,147,1,1,20211026,NYK,PHI
Shot Chart Detail,0022100050,168,201565,Derrick Rose,1610612752,New York Knicks,2,11,47,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-12,-8,1,1,20211026,NYK,PHI
Shot Chart Detail,0022100050,173,201565,Derrick Rose,1610612752,New York Knicks,2,11,2,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,227,2,1,1,20211026,NYK,PHI
Shot Chart Detail,0022100050,181,1630167,Obi Toppin,1610612752,New York Knicks,2,10,33,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-21,4,1,1,20211026,NYK,PHI
Shot Chart Detail,0022100050,191,1630167,Obi Toppin,1610612752,New York Knicks,2,9,56,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-7,71,1,0,20211026,NYK,PHI
Shot Chart Detail,0022100050,209,201959,Taj Gibson,1610612752,New York Knicks,2,8,26,Missed Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-11,55,1,0,20211026,NYK,PHI
Shot Chart Detail,0022100050,211,1630167,Obi Toppin,1610612752,New York Knicks,2,8,24,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20211026,NYK,PHI
Shot Chart Detail,0022100050,214,202692,Alec Burks,1610612752,New York Knicks,2,7,49,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,116,218,1,1,20211026,NYK,PHI
Shot Chart Detail,0022100050,217,202692,Alec Burks,1610612752,New York Knicks,2,7,23,Missed Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-6,11,1,0,20211026,NYK,PHI
Shot Chart Detail,0022100050,219,1630167,Obi Toppin,1610612752,New York Knicks,2,7,21,Made Shot,Putback Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20211026,NYK,PHI
Shot Chart Detail,0022100050,233,1630193,Immanuel Quickley,1610612752,New York Knicks,2,6,21,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,108,225,1,1,20211026,NYK,PHI
Shot Chart Detail,0022100050,236,1629011,Mitchell Robinson,1610612752,New York Knicks,2,5,49,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-6,-6,1,1,20211026,NYK,PHI
Shot Chart Detail,0022100050,257,203944,Julius Randle,1610612752,New York Knicks,2,4,37,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,10,103,33,1,0,20211026,NYK,PHI
Shot Chart Detail,0022100050,262,202689,Kemba Walker,1610612752,New York Knicks,2,4,6,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,16,-119,111,1,1,20211026,NYK,PHI
Shot Chart Detail,0022100050,274,1629628,RJ Barrett,1610612752,New York Knicks,2,3,0,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,20,123,167,1,0,20211026,NYK,PHI
Shot Chart Detail,0022100050,277,202689,Kemba Walker,1610612752,New York Knicks,2,2,49,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,153,193,1,1,20211026,NYK,PHI
Shot Chart Detail,0022100050,285,202689,Kemba Walker,1610612752,New York Knicks,2,2,15,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,18,48,183,1,1,20211026,NYK,PHI
Shot Chart Detail,0022100050,290,202689,Kemba Walker,1610612752,New York Knicks,2,1,42,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-88,236,1,1,20211026,NYK,PHI
Shot Chart Detail,0022100050,298,1629628,RJ Barrett,1610612752,New York Knicks,2,1,5,Missed Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-10,5,1,0,20211026,NYK,PHI
Shot Chart Detail,0022100050,300,201959,Taj Gibson,1610612752,New York Knicks,2,1,3,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20211026,NYK,PHI
Shot Chart Detail,0022100050,306,203095,Evan Fournier,1610612752,New York Knicks,2,0,27,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-2,258,1,1,20211026,NYK,PHI
Shot Chart Detail,0022100050,309,201959,Taj Gibson,1610612752,New York Knicks,2,0,0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-190,165,1,0,20211026,NYK,PHI
Shot Chart Detail,0022100050,320,203095,Evan Fournier,1610612752,New York Knicks,3,11,40,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,13,72,1,1,20211026,NYK,PHI
Shot Chart Detail,0022100050,324,1629628,RJ Barrett,1610612752,New York Knicks,3,11,3,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,145,210,1,0,20211026,NYK,PHI
Shot Chart Detail,0022100050,327,203944,Julius Randle,1610612752,New York Knicks,3,10,25,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,14,-29,143,1,1,20211026,NYK,PHI
Shot Chart Detail,0022100050,333,202689,Kemba Walker,1610612752,New York Knicks,3,9,38,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,5,37,1,0,20211026,NYK,PHI
Shot Chart Detail,0022100050,340,203095,Evan Fournier,1610612752,New York Knicks,3,9,7,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-87,230,1,1,20211026,NYK,PHI
Shot Chart Detail,0022100050,344,1629628,RJ Barrett,1610612752,New York Knicks,3,8,45,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,11,5,1,0,20211026,NYK,PHI
Shot Chart Detail,0022100050,352,203944,Julius Randle,1610612752,New York Knicks,3,8,16,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,-76,235,1,1,20211026,NYK,PHI
Shot Chart Detail,0022100050,360,202689,Kemba Walker,1610612752,New York Knicks,3,7,38,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,214,166,1,1,20211026,NYK,PHI
Shot Chart Detail,0022100050,370,202689,Kemba Walker,1610612752,New York Knicks,3,7,11,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-154,192,1,0,20211026,NYK,PHI
Shot Chart Detail,0022100050,375,201959,Taj Gibson,1610612752,New York Knicks,3,6,47,Made Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,23,34,1,1,20211026,NYK,PHI
Shot Chart Detail,0022100050,381,202689,Kemba Walker,1610612752,New York Knicks,3,6,7,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-142,203,1,1,20211026,NYK,PHI
Shot Chart Detail,0022100050,387,202689,Kemba Walker,1610612752,New York Knicks,3,5,22,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,86,242,1,1,20211026,NYK,PHI
Shot Chart Detail,0022100050,393,203095,Evan Fournier,1610612752,New York Knicks,3,4,56,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-238,-11,1,0,20211026,NYK,PHI
Shot Chart Detail,0022100050,397,203944,Julius Randle,1610612752,New York Knicks,3,4,17,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,51,266,1,0,20211026,NYK,PHI
Shot Chart Detail,0022100050,403,201959,Taj Gibson,1610612752,New York Knicks,3,3,47,Missed Shot,Pullup Jump shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,229,19,1,0,20211026,NYK,PHI
Shot Chart Detail,0022100050,416,1629011,Mitchell Robinson,1610612752,New York Knicks,3,3,21,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-2,8,1,1,20211026,NYK,PHI
Shot Chart Detail,0022100050,419,1629628,RJ Barrett,1610612752,New York Knicks,3,2,50,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-5,3,1,1,20211026,NYK,PHI
Shot Chart Detail,0022100050,438,1630167,Obi Toppin,1610612752,New York Knicks,3,1,33,Missed Shot,Jump Shot,3PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,21,-219,-13,1,0,20211026,NYK,PHI
Shot Chart Detail,0022100050,442,1630193,Immanuel Quickley,1610612752,New York Knicks,3,1,2,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,85,242,1,0,20211026,NYK,PHI
Shot Chart Detail,0022100050,444,1630167,Obi Toppin,1610612752,New York Knicks,3,0,54,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,4,8,1,1,20211026,NYK,PHI
Shot Chart Detail,0022100050,457,202692,Alec Burks,1610612752,New York Knicks,3,0,12,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,120,214,1,0,20211026,NYK,PHI
Shot Chart Detail,0022100050,472,202692,Alec Burks,1610612752,New York Knicks,4,11,31,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,11,22,1,0,20211026,NYK,PHI
Shot Chart Detail,0022100050,475,1630167,Obi Toppin,1610612752,New York Knicks,4,11,26,Missed Shot,Jump Bank Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-29,15,1,0,20211026,NYK,PHI
Shot Chart Detail,0022100050,479,1630193,Immanuel Quickley,1610612752,New York Knicks,4,10,46,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-47,62,1,0,20211026,NYK,PHI
Shot Chart Detail,0022100050,484,202692,Alec Burks,1610612752,New York Knicks,4,10,15,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,22,26,1,0,20211026,NYK,PHI
Shot Chart Detail,0022100050,492,201565,Derrick Rose,1610612752,New York Knicks,4,9,30,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,18,120,145,1,0,20211026,NYK,PHI
Shot Chart Detail,0022100050,499,202692,Alec Burks,1610612752,New York Knicks,4,9,11,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,163,203,1,0,20211026,NYK,PHI
Shot Chart Detail,0022100050,501,201565,Derrick Rose,1610612752,New York Knicks,4,9,3,Made Shot,Floating Jump shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,21,34,1,1,20211026,NYK,PHI
Shot Chart Detail,0022100050,512,1630193,Immanuel Quickley,1610612752,New York Knicks,4,8,27,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,229,-1,1,0,20211026,NYK,PHI
Shot Chart Detail,0022100050,514,1630193,Immanuel Quickley,1610612752,New York Knicks,4,8,22,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,7,4,1,1,20211026,NYK,PHI
Shot Chart Detail,0022100050,522,203944,Julius Randle,1610612752,New York Knicks,4,8,0,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,2,19,1,1,20211026,NYK,PHI
Shot Chart Detail,0022100050,531,201565,Derrick Rose,1610612752,New York Knicks,4,7,25,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-43,247,1,0,20211026,NYK,PHI
Shot Chart Detail,0022100050,535,203944,Julius Randle,1610612752,New York Knicks,4,6,41,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,197,147,1,0,20211026,NYK,PHI
Shot Chart Detail,0022100050,539,201565,Derrick Rose,1610612752,New York Knicks,4,6,14,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-2,1,1,1,20211026,NYK,PHI
