TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GP,W,L,MIN,POINTS,TOUCHES,FRONT_CT_TOUCHES,TIME_OF_POSS,AVG_SEC_PER_TOUCH,AVG_DRIB_PER_TOUCH,PTS_PER_TOUCH,ELBOW_TOUCHES,POST_TOUCHES,PAINT_TOUCHES,PTS_PER_ELBOW_TOUCH,PTS_PER_POST_TOUCH,PTS_PER_PAINT_TOUCH
1610612747,LAL,Los Angeles Lakers,82,17,65,240.6,97.3,392.7,211.5,21.4,3.27,2.29,0.248,14.3,12.3,23.4,0.426,0.45,0.711
1610612763,MEM,Memphis Grizzlies,82,42,40,241.8,99.1,425.0,246.0,21.7,3.07,2.24,0.233,20.0,24.9,26.7,0.354,0.483,0.775
1610612748,MIA,Miami Heat,82,48,34,241.8,100.0,415.2,234.5,21.7,3.14,2.44,0.241,17.4,13.0,26.6,0.445,0.523,0.862
1610612749,MIL,Milwaukee Bucks,82,33,49,241.8,99.0,407.7,225.3,20.7,3.05,2.14,0.243,19.3,16.8,29.4,0.347,0.494,0.825
1610612750,MIN,Minnesota Timberwolves,82,29,53,242.4,102.4,400.9,217.4,21.1,3.16,2.36,0.255,19.8,15.4,26.5,0.467,0.621,0.895
1610612740,NOP,New Orleans Pelicans,82,30,52,241.2,102.7,412.5,225.0,20.4,2.97,2.31,0.249,13.9,11.2,21.2,0.488,0.545,0.815
1610612752,NYK,New York Knicks,82,32,50,241.5,98.4,458.0,281.7,21.0,2.75,1.84,0.215,24.4,27.7,26.0,0.38,0.477,0.778
1610612760,OKC,Oklahoma City Thunder,82,55,27,241.8,110.2,380.6,199.7,20.6,3.25,2.51,0.29,15.2,9.2,29.3,0.524,0.607,0.778
1610612753,ORL,Orlando Magic,81,35,46,242.5,102.0,425.1,243.2,20.8,2.94,2.25,0.24,11.9,14.2,23.1,0.487,0.499,0.834
1610612755,PHI,Philadelphia 76ers,82,10,72,241.5,97.4,450.4,260.8,21.4,2.85,2.29,0.216,15.5,12.5,22.7,0.425,0.471,0.834
1610612756,PHX,Phoenix Suns,82,23,59,240.3,100.9,435.4,242.8,20.5,2.83,2.09,0.232,15.8,14.2,26.8,0.378,0.459,0.771
1610612757,POR,Portland Trail Blazers,82,44,38,241.5,105.1,401.8,216.5,21.7,3.24,2.53,0.262,16.4,5.5,22.9,0.423,0.39,0.714
1610612758,SAC,Sacramento Kings,81,33,48,241.5,106.7,406.5,215.5,20.3,3.0,2.29,0.263,13.5,12.9,28.4,0.611,0.477,0.822
1610612759,SAS,San Antonio Spurs,82,67,15,240.3,103.5,444.1,268.2,21.3,2.88,2.21,0.233,17.6,22.4,26.1,0.313,0.573,0.834
1610612761,TOR,Toronto Raptors,81,55,26,240.9,102.7,420.9,242.9,22.2,3.16,2.53,0.244,9.4,8.3,21.4,0.481,0.53,0.768
1610612762,UTA,Utah Jazz,82,40,42,243.4,97.7,468.5,294.8,22.2,2.85,2.07,0.209,23.1,7.7,24.0,0.338,0.415,0.713
1610612764,WAS,Washington Wizards,82,41,41,240.9,104.1,414.8,223.7,19.8,2.87,2.09,0.251,14.9,10.5,25.1,0.492,0.48,0.797
1610612737,ATL,Atlanta Hawks,82,60,22,240.6,102.5,440.5,267.6,20.4,2.77,2.04,0.233,15.9,11.3,23.3,0.448,0.383,0.745
1610612738,BOS,Boston Celtics,82,40,42,242.4,101.4,425.7,242.1,20.1,2.84,2.14,0.238,15.8,10.4,26.2,0.446,0.519,0.822
1610612751,BKN,Brooklyn Nets,82,38,44,243.0,98.0,391.1,209.1,21.2,3.26,2.55,0.251,18.0,15.3,27.6,0.46,0.508,0.801
1610612766,CHA,Charlotte Hornets,82,33,49,242.7,94.2,418.3,244.1,21.3,3.05,2.39,0.225,12.3,17.4,19.1,0.419,0.507,0.718
1610612741,CHI,Chicago Bulls,82,50,32,242.4,100.8,423.2,244.6,21.3,3.02,2.28,0.238,15.9,17.9,28.5,0.396,0.476,0.745
1610612739,CLE,Cleveland Cavaliers,81,53,28,241.2,103.3,407.3,223.5,21.3,3.14,2.36,0.254,11.8,12.7,27.0,0.431,0.549,0.765
1610612742,DAL,Dallas Mavericks,82,50,32,242.4,105.2,429.6,232.4,20.5,2.86,2.14,0.245,17.2,9.3,23.5,0.414,0.576,0.796
1610612743,DEN,Denver Nuggets,82,30,52,242.4,101.5,386.6,206.0,20.6,3.19,2.48,0.262,15.5,11.7,30.0,0.454,0.509,0.761
1610612765,DET,Detroit Pistons,82,32,50,241.8,98.5,392.2,212.5,21.2,3.25,2.64,0.251,12.8,17.1,26.6,0.436,0.519,0.818
1610612744,GSW,Golden State Warriors,82,67,15,240.6,110.0,442.0,255.9,19.7,2.67,1.84,0.249,15.0,13.2,25.9,0.489,0.386,0.816
1610612745,HOU,Houston Rockets,81,55,26,241.5,103.8,421.6,235.5,20.4,2.91,2.13,0.246,12.6,15.6,26.8,0.424,0.506,0.729
1610612754,IND,Indiana Pacers,82,38,44,242.1,97.3,430.2,248.0,22.0,3.06,2.25,0.226,16.6,19.3,26.5,0.373,0.479,0.773
1610612746,LAC,Los Angeles Clippers,82,56,26,240.6,106.7,411.6,228.0,20.4,2.98,2.21,0.259,18.1,13.6,23.5,0.405,0.446,0.82
1610612747,LAL,Los Angeles Lakers,82,21,61,243.0,98.5,389.2,205.5,22.0,3.39,2.4,0.253,20.0,14.6,27.0,0.409,0.528,0.802
1610612763,MEM,Memphis Grizzlies,82,55,27,242.7,98.3,426.1,248.1,21.5,3.03,2.27,0.231,23.3,26.1,31.0,0.387,0.529,0.762
1610612748,MIA,Miami Heat,81,36,45,240.6,94.6,418.0,237.8,21.6,3.1,2.35,0.226,17.4,12.9,23.7,0.386,0.598,0.827
1610612749,MIL,Milwaukee Bucks,81,40,41,243.1,97.9,406.5,225.4,20.3,3.0,2.35,0.241,20.2,10.7,28.2,0.368,0.387,0.707
1610612750,MIN,Minnesota Timberwolves,81,16,65,241.5,97.7,398.4,213.6,21.1,3.17,2.37,0.245,19.7,21.1,28.4,0.459,0.532,0.823
1610612740,NOP,New Orleans Pelicans,82,45,37,241.2,99.4,386.2,204.7,22.0,3.41,2.69,0.257,18.6,10.1,26.8,0.386,0.585,0.811
1610612752,NYK,New York Knicks,81,17,64,242.2,92.0,479.8,299.7,21.5,2.69,1.8,0.192,31.8,23.8,24.9,0.31,0.399,0.64
1610612760,OKC,Oklahoma City Thunder,82,45,37,241.8,104.0,394.8,212.7,20.7,3.14,2.29,0.263,15.3,9.4,26.5,0.435,0.572,0.771
1610612753,ORL,Orlando Magic,82,25,57,240.9,95.7,397.5,218.6,20.6,3.11,2.55,0.241,12.2,14.3,23.6,0.498,0.465,0.851
1610612755,PHI,Philadelphia 76ers,82,18,64,241.5,92.0,448.8,265.0,20.8,2.78,2.02,0.205,15.7,12.3,25.3,0.288,0.306,0.695
1610612756,PHX,Phoenix Suns,82,39,43,242.4,102.4,409.9,222.7,20.4,2.99,2.25,0.25,14.4,13.2,23.0,0.41,0.535,0.771
1610612757,POR,Portland Trail Blazers,82,51,31,242.1,102.8,406.4,222.0,21.4,3.16,2.45,0.253,16.4,19.0,21.7,0.383,0.538,0.786
1610612758,SAC,Sacramento Kings,82,29,53,242.1,101.3,404.9,224.1,21.5,3.18,2.38,0.25,16.6,17.9,26.0,0.401,0.577,0.813
1610612759,SAS,San Antonio Spurs,82,55,27,243.4,103.2,460.8,281.7,21.3,2.77,2.13,0.224,17.2,17.1,28.3,0.375,0.511,0.794
1610612761,TOR,Toronto Raptors,82,49,33,242.1,104.0,392.4,212.4,21.7,3.31,2.55,0.265,10.0,9.7,23.7,0.524,0.582,0.857
1610612762,UTA,Utah Jazz,82,38,44,240.3,95.1,479.7,307.6,21.4,2.68,1.89,0.198,25.0,9.9,27.5,0.311,0.472,0.835
1610612764,WAS,Washington Wizards,82,46,36,243.4,98.5,418.1,235.2,20.9,3.0,2.17,0.236,19.3,17.5,27.9,0.412,0.459,0.76
1610612737,ATL,Atlanta Hawks,81,38,43,241.9,100.9,438.8,259.4,20.4,2.79,2.12,0.23,17.8,13.0,24.8,0.445,0.422,0.749
1610612738,BOS,Boston Celtics,82,25,57,240.6,96.2,417.9,237.8,21.0,3.02,2.28,0.23,14.0,16.4,26.3,0.443,0.535,0.761
1610612751,BKN,Brooklyn Nets,81,43,38,242.5,98.2,405.5,222.2,21.2,3.14,2.34,0.242,16.2,16.3,24.4,0.321,0.475,0.729
1610612766,CHA,Charlotte Bobcats,81,42,39,242.8,96.8,437.8,258.9,21.3,2.91,2.09,0.221,16.6,21.0,21.9,0.37,0.537,0.767
1610612741,CHI,Chicago Bulls,82,48,34,243.0,93.7,434.6,258.6,21.8,3.0,2.31,0.215,21.3,18.4,29.1,0.395,0.463,0.758
1610612739,CLE,Cleveland Cavaliers,82,33,49,243.0,98.2,416.8,234.7,20.9,3.01,2.28,0.236,17.8,10.7,24.3,0.396,0.518,0.697
1610612742,DAL,Dallas Mavericks,82,49,33,241.8,104.8,428.1,234.3,21.2,2.97,2.27,0.245,17.3,14.5,23.9,0.505,0.576,0.843
1610612743,DEN,Denver Nuggets,82,36,46,240.9,104.4,386.6,201.2,20.1,3.12,2.45,0.27,17.6,12.1,33.3,0.452,0.487,0.725
1610612765,DET,Detroit Pistons,82,29,53,241.2,101.0,382.3,198.5,20.8,3.27,2.58,0.264,14.0,17.3,30.3,0.472,0.499,0.838
1610612744,GSW,Golden State Warriors,81,50,31,241.9,104.1,364.4,181.8,20.2,3.32,2.66,0.286,12.3,15.8,24.0,0.582,0.576,0.806
1610612745,HOU,Houston Rockets,82,54,28,241.8,107.7,413.8,228.9,20.2,2.93,2.16,0.26,10.2,17.7,26.4,0.448,0.457,0.82
1610612754,IND,Indiana Pacers,82,56,26,241.2,96.7,416.6,240.8,21.6,3.12,2.32,0.232,16.8,21.2,27.4,0.405,0.492,0.749
1610612746,LAC,Los Angeles Clippers,82,57,25,240.9,107.9,424.3,240.1,19.8,2.8,2.02,0.254,19.1,15.0,26.5,0.363,0.545,0.801
1610612747,LAL,Los Angeles Lakers,82,27,55,240.3,103.0,425.4,235.9,19.8,2.79,2.08,0.242,18.2,15.1,23.8,0.523,0.489,0.821
1610612763,MEM,Memphis Grizzlies,82,50,32,241.5,96.1,424.1,250.4,21.9,3.1,2.31,0.227,26.2,28.7,34.5,0.306,0.516,0.722
1610612748,MIA,Miami Heat,82,54,28,242.4,102.2,404.7,224.2,20.9,3.09,2.4,0.253,14.7,9.8,23.3,0.458,0.516,0.897
1610612749,MIL,Milwaukee Bucks,81,15,66,242.5,95.5,440.2,260.2,21.3,2.9,2.26,0.217,23.3,11.9,29.0,0.284,0.436,0.732
1610612750,MIN,Minnesota Timberwolves,82,40,42,242.1,106.9,427.5,238.9,20.9,2.94,2.17,0.25,25.4,17.0,32.8,0.366,0.598,0.855
1610612740,NOP,New Orleans Pelicans,82,34,48,242.1,99.7,388.8,208.6,21.6,3.33,2.62,0.257,21.7,8.6,24.4,0.371,0.528,0.793
1610612752,NYK,New York Knicks,82,37,45,242.1,98.6,395.4,215.0,21.5,3.27,2.53,0.249,17.0,15.5,21.1,0.451,0.54,0.763
1610612760,OKC,Oklahoma City Thunder,82,59,23,241.5,106.2,382.2,202.2,20.4,3.21,2.42,0.278,15.7,9.0,24.3,0.468,0.546,0.78
1610612753,ORL,Orlando Magic,82,23,59,243.4,96.5,404.7,220.0,21.5,3.18,2.52,0.238,13.1,16.8,22.3,0.46,0.558,0.766
1610612755,PHI,Philadelphia 76ers,82,19,63,242.1,99.5,427.9,242.9,19.7,2.76,1.96,0.232,16.2,13.4,29.2,0.411,0.446,0.75
1610612756,PHX,Phoenix Suns,82,48,34,240.9,105.2,398.4,213.9,20.8,3.14,2.37,0.264,13.2,16.8,24.1,0.417,0.578,0.726
1610612757,POR,Portland Trail Blazers,82,54,28,242.1,106.7,416.7,227.8,21.2,3.05,2.4,0.256,16.3,18.5,24.8,0.434,0.497,0.778
1610612758,SAC,Sacramento Kings,81,28,53,241.9,100.3,386.9,207.9,21.7,3.36,2.62,0.259,16.8,18.4,26.3,0.41,0.545,0.783
1610612759,SAS,San Antonio Spurs,82,62,20,240.9,105.4,448.6,269.6,20.5,2.74,2.12,0.235,20.0,15.1,28.8,0.391,0.491,0.77
1610612761,TOR,Toronto Raptors,81,47,34,243.4,101.3,415.8,235.8,21.9,3.16,2.46,0.244,13.5,10.5,25.3,0.458,0.523,0.761
1610612762,UTA,Utah Jazz,82,25,57,241.2,95.0,436.8,260.7,21.7,2.98,2.26,0.218,18.7,15.4,24.2,0.404,0.488,0.8
1610612764,WAS,Washington Wizards,81,44,37,244.6,100.9,434.0,250.6,20.7,2.86,2.09,0.232,20.4,17.1,25.9,0.438,0.479,0.745
